Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
593,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,27.0,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,1,2,50.0,10,0,0,0.0,0.0,0.0,0,0,0,0,0,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,728,fr FRA,MF,fr Ligue 1,27,1996,1,3,3,0.1,0.0,0,,0,1,3,14,0.00,0,0,0,0.00,+0.91,0.2,0.0,+0.2,+5.49,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28.0,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,2.1,2.1,2.6,4.7,29,19,75,0.20,0.47,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,1,13,5,38.5,1.31,0.50,0.08,0.20,15.0,0,0,0,2.1,2.1,0.16,-1.1,-1.1,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,158,224,70.5,2401,567,1,2.6,1.4,-1.6,14,17,6,2,19,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,224,213,9,0,0,0,20,4,0,0,0,0,158,2,8,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,28,2.82,24,0,1,0,3,0,4,0.40,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,9,5,3,6,0,7,28.6,5,1,1,0,1,10,8,0,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,301,4,38,120,152,34,301,13,6,46.2,6,46.2,195,1243,705,29,11,12,23,8,218,75,729,de GER,"FW,MF",de Bundesliga,28,1996,29,892,31,29.2,9.9,4,58,0,25,26,4,0.69,14,27,-13,-1.31,-0.73,16.5,24.9,-8.4,-0.85,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,2,0,0,8,11,4,20,1,5,0,0,0,17,16,20,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27.0,1997,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.12,0.15,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1,14,4,28.6,0.42,0.12,0.07,0.25,23.4,1,0,0,0.9,0.9,0.07,+0.1,+0.1,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1224,1585,77.2,21139,7153,3,4.1,3.8,-1.1,48,157,26,11,158,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1585,1358,225,71,3,2,132,73,77,65,3,0,1224,2,26,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,89,2.69,69,18,0,2,0,0,5,0.15,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,81,42,41,36,4,67,55.2,30,30,11,19,41,122,70,0,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1900,87,440,1010,470,20,1900,20,13,65.0,7,35.0,825,4125,2159,33,29,4,31,18,965,52,731,eng ENG,"MF,DF",eng Premier League,27,1997,36,2978,83,87.1,33.1,32,89,30,4,31,0,1.39,47,43,+4,+0.12,-1.51,55.1,44.5,+10.6,+0.32,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,8,1,0,49,10,3,132,41,42,0,1,0,187,41,34,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Copete,es ESP,DF,Mallorca,es La Liga,24.0,1999,25,16,1528,17.0,0,0,0,0,0,0,6,0,0.5,0.5,0.0,0.5,10,47,2,0.00,0.03,596,es ESP,DF,es La Liga,24,1999,17.0,0,6,2,33.3,0.35,0.12,0.00,0.00,9.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,596,es ESP,DF,es La Liga,24,1999,17.0,639,767,83.3,12173,4725,0,0.0,0.1,0.0,0,35,4,0,47,596,es ESP,DF,es La Liga,24,1999,17.0,767,717,49,28,2,0,7,0,0,0,0,0,639,1,5,596,es ESP,DF,es La Liga,24,1999,17.0,10,0.59,9,1,0,0,0,0,1,0.06,596,es ESP,DF,es La Liga,24,1999,17.0,29,17,18,10,1,12,91.7,1,24,16,8,17,46,123,2,596,es ESP,DF,es La Liga,24,1999,17.0,987,167,512,446,31,12,987,5,4,80.0,0,0.0,518,2416,1360,10,3,0,7,2,590,2,732,es ESP,DF,es La Liga,24,1999,25,1528,61,44.7,17.0,16,88,15,9,13,9,1.20,14,21,-7,-0.41,-0.32,16.2,21.8,-5.5,-0.33,596,es ESP,DF,es La Liga,24,1999,17.0,6,0,0,27,13,0,7,17,17,0,0,0,46,27,16,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20.0,2003,34,33,2927,32.5,2,0,2,2,0,0,10,0,0.7,0.7,0.1,0.8,4,48,3,0.06,0.02,597,it ITA,DF,it Serie A,20,2003,32.5,2,10,4,40.0,0.31,0.12,0.20,0.50,9.1,0,0,0,0.7,0.7,0.07,+1.3,+1.3,597,it ITA,DF,it Serie A,20,2003,32.5,920,1135,81.1,18186,6486,0,0.1,0.2,-0.1,3,32,0,0,48,597,it ITA,DF,it Serie A,20,2003,32.5,1135,1119,11,11,1,5,0,0,0,0,0,0,920,5,6,597,it ITA,DF,it Serie A,20,2003,32.5,10,0.31,9,0,0,1,0,0,1,0.03,597,it ITA,DF,it Serie A,20,2003,32.5,66,36,48,14,4,40,70.0,12,44,24,20,72,138,194,2,597,it ITA,DF,it Serie A,20,2003,32.5,1576,185,839,708,40,23,1576,5,1,20.0,4,80.0,749,3707,1419,4,4,0,10,5,793,3,733,it ITA,DF,it Serie A,20,2003,34,2927,86,85.6,32.5,33,89,32,1,2,1,1.09,31,51,-20,-0.61,+1.58,28.7,44.5,-15.7,-0.48,597,it ITA,DF,it Serie A,20,2003,32.5,10,0,0,44,0,0,0,72,36,0,0,0,89,133,72,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,33.0,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,1.0,1.0,1.1,2.1,3,8,2,0.80,0.86,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,1,7,1,14.3,2.81,0.40,0.14,1.00,16.7,0,0,0,1.0,1.0,0.15,0.0,0.0,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,88,101,87.1,1213,275,1,1.1,0.4,-0.1,5,11,2,0,8,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,101,100,1,0,1,1,0,1,0,0,0,0,88,0,1,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,13,5.27,7,0,0,4,0,2,2,0.81,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,9,5,5,3,1,4,75.0,1,3,1,2,6,15,3,0,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,128,5,23,75,30,6,128,1,1,100.0,0,0.0,62,197,95,3,2,1,3,2,79,2,734,fr FRA,MF,fr Ligue 1,33,1991,6,224,37,7.3,2.5,3,59,0,3,16,0,1.67,4,1,+3,+1.21,+1.71,4.0,2.7,+1.3,+0.54,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,1,0,0,7,1,0,0,6,5,0,0,0,8,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Iker Córdoba,es ESP,DF,Valencia,es La Liga,18.0,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.45,599,es ESP,DF,es La Liga,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,599,es ESP,DF,es La Liga,18,2005,0.2,9,11,81.8,169,91,0,0.1,0.0,-0.1,1,1,1,1,1,599,es ESP,DF,es La Liga,18,2005,0.2,11,11,0,0,0,0,1,0,0,0,0,0,9,0,1,599,es ESP,DF,es La Liga,18,2005,0.2,1,6.43,1,0,0,0,0,0,0,0.00,599,es ESP,DF,es La Liga,18,2005,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,599,es ESP,DF,es La Liga,18,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,736,es ESP,DF,es La Liga,18,2005,2,15,8,0.4,0.2,0,,0,2,8,10,0.50,0,0,0,0.00,+0.26,0.3,0.0,+0.2,+1.52,599,es ESP,DF,es La Liga,18,2005,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,26.0,1997,21,17,1420,15.8,0,0,0,0,0,0,9,2,0.9,0.9,0.1,1.0,10,68,11,0.00,0.06,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,0,9,1,11.1,0.57,0.06,0.00,0.00,11.8,0,0,0,0.9,0.9,0.10,-0.9,-0.9,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,1267,1357,93.4,20539,6734,0,0.1,0.4,-0.1,4,93,0,0,68,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,1357,1311,43,23,1,1,4,3,0,0,0,0,1267,3,9,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,9,0.57,9,0,0,0,0,0,0,0.00,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,24,17,15,8,1,22,77.3,5,16,10,6,14,38,51,0,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,1493,107,532,883,81,14,1493,2,0,0.0,2,100.0,1012,4273,2384,10,13,0,8,2,1163,11,737,ca CAN,DF,fr Ligue 1,26,1997,21,1420,68,46.4,15.8,17,79,10,4,18,7,2.14,38,18,+20,+1.27,+0.88,29.0,16.9,+12.1,+0.77,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,9,2,2,25,14,0,4,14,17,0,1,0,67,32,13,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,27.0,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.20,601,ci CIV,FW,eng Premier League,27,1996,0.8,0,1,0,0.0,1.25,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2,601,ci CIV,FW,eng Premier League,27,1996,0.8,17,22,77.3,262,37,0,0.0,0.0,0.0,0,0,0,0,0,601,ci CIV,FW,eng Premier League,27,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0,601,ci CIV,FW,eng Premier League,27,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,601,ci CIV,FW,eng Premier League,27,1996,0.8,5,5,1,4,0,4,0.0,4,0,0,0,0,5,2,0,601,ci CIV,FW,eng Premier League,27,1996,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5,738,ci CIV,FW,eng Premier League,27,1996,2,72,36,2.1,0.8,1,45,0,1,27,3,0.00,0,4,-4,-5.00,-3.49,0.2,1.7,-1.5,-1.86,601,ci CIV,FW,eng Premier League,27,1996,0.8,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,27.0,1996,7,2,246,2.7,2,1,3,2,0,0,0,0,1.0,1.0,0.6,1.6,8,4,26,1.10,0.59,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,2,5,3,60.0,1.83,1.10,0.40,0.67,12.3,0,0,0,1.0,1.0,0.20,+1.0,+1.0,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,49,71,69.0,752,162,1,0.6,0.7,+0.4,5,2,3,2,4,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,71,70,1,0,0,1,8,1,0,0,0,0,49,0,5,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,8,2.93,6,0,2,0,0,0,1,0.37,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,2,1,1,0,1,1,0.0,1,1,1,0,2,4,2,0,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,97,2,11,42,45,13,97,9,3,33.3,5,55.6,54,307,154,8,7,5,5,3,72,26,739,ci CIV,"FW,MF",it Serie A,27,1996,7,246,35,7.2,2.7,2,60,0,5,25,0,1.57,6,4,+2,+0.73,+1.13,4.6,2.5,+2.1,+0.77,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,0,0,0,0,1,1,8,2,1,0,0,0,14,1,9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,27.0,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,11,19,17,0.00,0.05,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,271,331,81.9,4488,1581,0,0.3,0.3,-0.3,3,14,5,2,19,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,331,276,54,10,1,4,14,43,1,1,0,0,271,1,7,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,5,0.78,5,0,0,0,0,0,0,0.00,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,12,10,6,4,2,17,47.1,9,9,4,5,9,21,28,1,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,397,41,171,154,78,0,397,7,2,28.6,5,71.4,190,838,459,11,8,0,4,2,212,17,740,fr FRA,DF,fr Ligue 1,27,1996,11,576,52,18.8,6.4,7,77,3,4,9,10,0.64,3,20,-17,-2.66,-1.90,3.7,20.2,-16.6,-2.59,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,2,0,0,10,3,1,14,9,10,0,1,0,33,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29.0,1995,31,3,805,8.9,4,1,5,4,0,0,3,1,4.5,4.5,2.1,6.6,30,25,85,0.56,0.74,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,4,34,14,41.2,3.80,1.57,0.12,0.29,13.9,0,0,0,4.5,4.5,0.13,-0.5,-0.5,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,206,280,73.6,2697,745,1,2.1,2.2,-1.1,14,19,10,1,25,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,280,266,11,0,1,2,24,1,7,1,1,0,206,3,14,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,35,3.92,21,1,4,4,3,2,5,0.56,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,9,3,4,1,4,15,33.3,10,10,0,10,4,13,8,0,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,419,4,54,129,243,82,419,38,13,34.2,24,63.2,276,1444,768,30,20,13,29,16,303,85,742,ar ARG,"FW,MF",es La Liga,29,1995,31,805,26,23.5,8.9,3,57,0,28,23,3,2.00,21,5,+16,+1.79,+1.03,18.7,6.4,+12.4,+1.38,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,3,1,0,18,11,4,24,4,3,0,0,0,40,1,8,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,29.0,1994,19,6,731,8.1,2,2,4,2,0,0,3,0,2.1,2.1,2.0,4.1,22,42,45,0.49,0.50,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,2,14,6,42.9,1.72,0.74,0.14,0.33,13.3,0,0,0,2.1,2.1,0.15,-0.1,-0.1,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,310,361,85.9,4766,1089,2,2.0,0.9,0.0,10,24,12,1,42,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,361,353,5,2,5,0,8,2,0,0,0,0,310,3,14,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,25,3.07,21,0,2,1,1,0,4,0.49,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,11,5,4,7,0,13,30.8,9,3,0,3,0,11,6,0,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,438,5,40,216,188,39,438,10,6,60.0,4,40.0,295,1432,680,22,17,4,13,5,353,45,743,ar ARG,"FW,MF",it Serie A,29,1994,19,731,38,21.4,8.1,6,79,4,13,20,14,2.11,13,7,+6,+0.74,-0.53,13.4,8.8,+4.6,+0.56,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,3,0,0,8,14,2,8,0,5,0,0,0,31,6,18,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Thierry Correia,pt POR,DF,Valencia,es La Liga,25.0,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.00,0.08,606,pt POR,DF,es La Liga,25,1999,8.5,0,7,3,42.9,0.82,0.35,0.00,0.00,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,606,pt POR,DF,es La Liga,25,1999,8.5,330,441,74.8,5750,2179,0,0.3,0.8,-0.3,5,23,12,3,44,606,pt POR,DF,es La Liga,25,1999,8.5,441,349,91,7,0,1,18,84,0,0,0,0,330,1,16,606,pt POR,DF,es La Liga,25,1999,8.5,16,1.87,12,1,2,0,1,0,0,0.00,606,pt POR,DF,es La Liga,25,1999,8.5,27,18,19,5,3,23,56.5,10,10,1,9,4,31,18,0,606,pt POR,DF,es La Liga,25,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,744,pt POR,DF,es La Liga,25,1999,11,768,70,22.5,8.5,9,79,4,2,28,0,0.64,7,13,-6,-0.70,-0.57,7.3,13.2,-6.0,-0.70,606,pt POR,DF,es La Liga,25,1999,8.5,1,0,0,15,14,0,18,4,18,0,0,0,38,4,8,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Alberto costa,pt POR,DF,Juventus,it Serie A,20.0,2003,9,3,357,4.0,0,1,1,0,0,0,3,0,0.6,0.6,0.2,0.8,8,8,25,0.25,0.20,607,pt POR,DF,it Serie A,20,2003,4.0,0,7,0,0.0,1.76,0.00,0.00,,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,607,pt POR,DF,it Serie A,20,2003,4.0,176,212,83.0,2472,679,1,0.2,0.1,+0.8,2,7,1,0,8,607,pt POR,DF,it Serie A,20,2003,4.0,212,191,20,3,0,0,2,17,0,0,0,0,176,1,4,607,pt POR,DF,it Serie A,20,2003,4.0,7,1.76,4,0,1,2,0,0,1,0.25,607,pt POR,DF,it Serie A,20,2003,4.0,14,10,7,5,2,9,77.8,2,5,1,4,4,18,14,0,607,pt POR,DF,it Serie A,20,2003,4.0,276,13,81,113,85,14,276,11,4,36.4,6,54.5,148,692,407,8,6,3,9,0,170,25,749,pt POR,DF,it Serie A,20,2003,9,357,40,10.4,4.0,3,71,1,6,24,9,1.56,7,3,+4,+1.01,+0.45,5.0,1.9,+3.1,+0.78,607,pt POR,DF,it Serie A,20,2003,4.0,3,0,0,8,2,0,2,4,10,0,0,0,23,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22.0,2002,19,12,1006,11.2,1,1,2,1,0,0,4,0,1.1,1.1,1.4,2.6,46,16,83,0.18,0.23,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,1,23,8,34.8,2.06,0.72,0.04,0.13,18.3,0,0,0,1.1,1.1,0.05,-0.1,-0.1,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,195,303,64.4,2952,707,1,1.4,1.5,-0.4,9,14,10,7,16,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,303,299,3,0,3,0,41,2,1,0,0,0,195,1,12,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,37,3.31,28,0,5,2,1,1,4,0.36,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,29,13,9,16,4,26,50.0,13,24,0,24,8,37,10,0,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,504,10,75,191,245,47,504,56,19,33.9,33,58.9,261,2137,1076,46,23,25,26,23,294,83,750,es ESP,"MF,FW",es La Liga,22,2002,19,1006,53,29.4,11.2,12,69,1,7,25,11,1.05,10,10,0,0.00,+0.19,11.0,15.7,-4.8,-0.43,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,4,0,0,10,10,0,41,8,13,0,0,0,35,19,19,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31.0,1993,25,25,2006,22.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,21,109,22,0.04,0.03,609,de GER,DF,de Bundesliga,31,1993,22.3,0,5,1,20.0,0.22,0.04,0.00,0.00,31.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,609,de GER,DF,de Bundesliga,31,1993,22.3,942,1201,78.4,17146,7046,1,0.6,1.3,+0.4,10,123,17,6,109,609,de GER,DF,de Bundesliga,31,1993,22.3,1201,1148,48,16,0,4,22,32,0,0,0,0,942,5,21,609,de GER,DF,de Bundesliga,31,1993,22.3,31,1.39,29,0,1,0,0,1,3,0.13,609,de GER,DF,de Bundesliga,31,1993,22.3,42,23,23,15,4,27,63.0,10,19,10,9,27,69,95,3,609,de GER,DF,de Bundesliga,31,1993,22.3,1451,98,566,781,115,2,1451,17,8,47.1,9,52.9,813,3463,1613,21,19,2,22,7,886,22,751,de GER,DF,de Bundesliga,31,1993,25,2006,80,65.6,22.3,25,80,19,0,,7,1.56,35,26,+9,+0.40,+0.15,34.0,31.3,+2.7,+0.12,609,de GER,DF,de Bundesliga,31,1993,22.3,0,0,0,19,4,0,22,27,23,0,0,0,98,33,38,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
